directory,subject,timestamp,x,y,z,activity_type
2807,U3,2024-09-05 21:25:00.002000+01:00,1.896,-0.558,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:00.162000+01:00,1.903,-0.536,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:00.325000+01:00,1.884,-0.575,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:00.481000+01:00,1.894,-0.551,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:00.642000+01:00,1.877,-0.577,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:00.803000+01:00,1.875,-0.579,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:00.961000+01:00,1.899,-0.572,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:01.122000+01:00,1.891,-0.558,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:01.282000+01:00,1.899,-0.572,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:01.444000+01:00,1.896,-0.589,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:01.601000+01:00,1.889,-0.572,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:01.762000+01:00,1.891,-0.594,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:01.921000+01:00,1.894,-0.577,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:02.081000+01:00,1.896,-0.577,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:02.244000+01:00,1.879,-0.565,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:02.404000+01:00,1.894,-0.57,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:02.563000+01:00,1.875,-0.558,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:02.724000+01:00,1.875,-0.563,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:02.883000+01:00,1.884,-0.551,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:03.041000+01:00,1.894,-0.567,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:03.203000+01:00,1.901,-0.543,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:03.361000+01:00,1.882,-0.551,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:03.522000+01:00,1.896,-0.546,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:03.682000+01:00,1.879,-0.551,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:03.841000+01:00,1.894,-0.567,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:04+01:00,1.882,-0.553,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:04.162000+01:00,1.891,-0.548,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:04.322000+01:00,1.901,-0.543,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:04.483000+01:00,1.899,-0.555,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:04.644000+01:00,1.875,-0.543,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:04.805000+01:00,1.879,-0.565,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:04.962000+01:00,1.894,-0.555,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:05.122000+01:00,1.875,-0.543,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:05.284000+01:00,1.884,-0.575,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:05.442000+01:00,1.879,-0.546,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:05.601000+01:00,1.882,-0.551,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:05.765000+01:00,1.889,-0.587,9.91,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:05.922000+01:00,1.889,-0.546,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:06.084000+01:00,1.884,-0.579,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:06.240000+01:00,1.899,-0.577,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:06.402000+01:00,1.899,-0.567,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:06.564000+01:00,1.887,-0.572,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:06.725000+01:00,1.901,-0.551,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:06.884000+01:00,1.901,-0.572,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:07.041000+01:00,1.889,-0.575,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:07.201000+01:00,1.891,-0.563,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:07.362000+01:00,1.891,-0.572,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:07.525000+01:00,1.875,-0.565,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:07.684000+01:00,1.899,-0.548,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:07.842000+01:00,1.891,-0.565,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:08.005000+01:00,1.891,-0.558,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:08.162000+01:00,1.894,-0.546,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:08.325000+01:00,1.863,-0.546,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:08.485000+01:00,1.879,-0.558,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:08.641000+01:00,1.884,-0.56,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:08.805000+01:00,1.877,-0.563,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:08.960000+01:00,1.877,-0.575,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:09.121000+01:00,1.901,-0.567,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:09.284000+01:00,1.884,-0.575,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:09.441000+01:00,1.884,-0.572,9.943,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:09.601000+01:00,1.896,-0.575,9.91,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:09.762000+01:00,1.882,-0.553,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:09.925000+01:00,1.889,-0.563,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:10.080000+01:00,1.882,-0.57,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:10.242000+01:00,1.889,-0.553,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:10.399000+01:00,1.884,-0.572,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:10.565000+01:00,1.896,-0.57,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:10.724000+01:00,1.887,-0.56,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:10.886000+01:00,1.882,-0.582,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:11.041000+01:00,1.882,-0.565,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:11.202000+01:00,1.901,-0.584,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:11.364000+01:00,1.889,-0.563,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:11.522000+01:00,1.872,-0.555,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:11.684000+01:00,1.901,-0.572,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:11.845000+01:00,1.901,-0.563,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:12+01:00,1.87,-0.563,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:12.163000+01:00,1.879,-0.57,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:12.323000+01:00,1.889,-0.575,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:12.484000+01:00,1.877,-0.575,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:12.641000+01:00,1.875,-0.565,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:12.801000+01:00,1.889,-0.558,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:12.964000+01:00,1.889,-0.553,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:13.121000+01:00,1.879,-0.543,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:13.282000+01:00,1.894,-0.563,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:13.440000+01:00,1.879,-0.565,9.907,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:13.601000+01:00,1.901,-0.551,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:13.762000+01:00,1.87,-0.575,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:13.920000+01:00,1.877,-0.572,9.905,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:14.085000+01:00,1.896,-0.567,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:14.243000+01:00,1.884,-0.572,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:14.405000+01:00,1.891,-0.565,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:14.562000+01:00,1.896,-0.579,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:14.724000+01:00,1.879,-0.57,9.95,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:14.884000+01:00,1.875,-0.563,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:15.041000+01:00,1.894,-0.567,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:15.205000+01:00,1.894,-0.563,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:15.363000+01:00,1.882,-0.553,9.95,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:15.520000+01:00,1.896,-0.577,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:15.685000+01:00,1.879,-0.57,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:15.845000+01:00,1.877,-0.572,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:16.001000+01:00,1.879,-0.553,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:16.160000+01:00,1.879,-0.563,9.946,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:16.324000+01:00,1.889,-0.567,9.943,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:16.485000+01:00,1.887,-0.555,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:16.642000+01:00,1.887,-0.565,9.902,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:16.804000+01:00,1.882,-0.551,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:16.961000+01:00,1.884,-0.565,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:17.121000+01:00,1.899,-0.567,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:17.282000+01:00,1.884,-0.563,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:17.444000+01:00,1.877,-0.563,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:17.601000+01:00,1.887,-0.579,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:17.764000+01:00,1.903,-0.563,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:17.925000+01:00,1.865,-0.572,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:18.083000+01:00,1.903,-0.582,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:18.243000+01:00,1.879,-0.567,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:18.405000+01:00,1.899,-0.558,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:18.564000+01:00,1.879,-0.565,9.946,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:18.724000+01:00,1.894,-0.543,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:18.882000+01:00,1.877,-0.567,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:19.044000+01:00,1.879,-0.553,9.914,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:19.205000+01:00,1.889,-0.551,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:19.362000+01:00,1.867,-0.563,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:19.521000+01:00,1.87,-0.575,9.946,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:19.682000+01:00,1.887,-0.56,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:19.844000+01:00,1.906,-0.57,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:20.001000+01:00,1.882,-0.563,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:20.164000+01:00,1.884,-0.548,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:20.324000+01:00,1.889,-0.567,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:20.482000+01:00,1.887,-0.575,9.953,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:20.642000+01:00,1.906,-0.567,9.95,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:20.805000+01:00,1.884,-0.572,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:20.961000+01:00,1.894,-0.567,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:21.121000+01:00,1.875,-0.551,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:21.284000+01:00,1.887,-0.567,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:21.442000+01:00,1.899,-0.558,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:21.601000+01:00,1.889,-0.558,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:21.764000+01:00,1.891,-0.567,9.91,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:21.922000+01:00,1.879,-0.57,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:22.084000+01:00,1.884,-0.563,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:22.245000+01:00,1.889,-0.567,9.91,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:22.404000+01:00,1.884,-0.553,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:22.561000+01:00,1.901,-0.567,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:22.721000+01:00,1.889,-0.57,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:22.885000+01:00,1.867,-0.565,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:23.042000+01:00,1.894,-0.572,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:23.204000+01:00,1.884,-0.551,9.917,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:23.362000+01:00,1.901,-0.56,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:23.525000+01:00,1.891,-0.543,9.931,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:23.685000+01:00,1.899,-0.56,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:23.844000+01:00,1.884,-0.543,9.943,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:24.002000+01:00,1.894,-0.553,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:24.160000+01:00,1.887,-0.555,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:24.321000+01:00,1.889,-0.56,9.943,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:24.482000+01:00,1.884,-0.551,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:24.642000+01:00,1.894,-0.546,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:24.802000+01:00,1.879,-0.567,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:24.965000+01:00,1.899,-0.567,9.919,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:25.121000+01:00,1.889,-0.57,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:25.284000+01:00,1.877,-0.589,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:25.445000+01:00,1.884,-0.555,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:25.601000+01:00,1.875,-0.575,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:25.765000+01:00,1.884,-0.577,9.941,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:25.925000+01:00,1.882,-0.567,9.936,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:26.084000+01:00,1.875,-0.57,9.922,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:26.244000+01:00,1.872,-0.572,9.929,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:26.404000+01:00,1.896,-0.563,9.924,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:26.564000+01:00,1.894,-0.57,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:26.724000+01:00,1.879,-0.575,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:26.885000+01:00,1.877,-0.567,9.912,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:27.041000+01:00,1.884,-0.563,9.938,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:27.200000+01:00,1.882,-0.551,9.946,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:27.365000+01:00,1.896,-0.57,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:27.521000+01:00,1.901,-0.57,9.934,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:27.684000+01:00,1.879,-0.563,9.926,2 (FACING camera) both hands SHAKING (sitting position)
2807,U3,2024-09-05 21:25:27.844000+01:00,1.889,-0.553,9.922,2 (FACING camera) both hands SHAKING (sitting position)
